a1,0.02825048089490017
a10,0.0019704961762990864
a11,0.0010723788714552852
a12,0.0009048196727903967
a15,0.0005160823318878559
a2,0.020797447738285936
a3,0.008331043357618247
a4,0.006172880878814485
a5,0.0032640531899920237
a6,0.002104543535230997
a7,0.0013739854290520839
a8,0.0013203664854793196
a9,0.0015348422597703767
ab,0.034061433904598495
abdominal,0.032915328985730664
abducens,0.0011192954470814539
aberrant,0.054496953773768265
abilities,0.0979618099074403
abilities social,0.0005495941716208337
ability,0.4264381606021408
ability social,0.0005965107472470023
ability spatial,0.0006434273228731711
abnormal,0.17135273892266134
abnormalities,0.16753909156104851
abnormality,0.05247283865389642
abscess,0.0051005020073592
abscesses,0.0030227679439145854
absence,0.4415452979537671
absence epilepsy,0.0014946280520908035
absence seizure,0.000743962842072104
absence seizures,0.0022251861582697173
absences,0.002004008016032064
absent,0.14200306968451953
abstinence,0.011635310755289844
abstinence alcohol,0.0008109865215380594
abstract,0.3356478843975577
abstract knowledge,0.0009115220407369923
abuse,0.09447657857521062
abuse alcohol,0.0011528072868144314
abuse cocaine,0.0006903438984993398
ac,0.05289508783453194
ac pc line,0.013793473234093604
academic,0.032714257947332785
acalculia,0.0008109865215380594
acc,0.06088431042687381
acceptability,0.006280118765960014
acceptance,0.022211647375017598
acceptor,0.008190293630739741
acceptors,0.002251995630056099
access,0.1746368992164932
accessory,0.012814927513890658
accessory olfactory bulb,0.000743962842072104
accident,0.011997238624406005
accountability,0.003143410566953305
accumbens,0.0405024095012768
accumulation,0.10583038987674344
accuracy,0.2572368817903365
accurate,0.21883901582429072
accurately,0.15765309883982012
acg,0.003686302370627543
ache,0.003284160293831811
aches,0.0007707723138584863
achievement,0.021172780343295287
achievements,0.004751978874136233
acid,0.2074583950509715
acidosis,0.004738574138243041
acoustic,0.04412839056038498
acoustic processing,0.0012265333342269824
acoustic startle reflex,0.0012935570136929375
acoustic trauma,0.0006568320587663622
acquired,0.3432952862246232
acquired prosopagnosia,0.0006769391626061487
acquisition,0.3395888767501558
act,0.17959665149697387
acth,0.0060723453596155524
acting,0.09005971809840417
action,0.23796087157592774
action execution,0.004778788345922614
action initiation,0.000743962842072104
action observation,0.006836415305527443
action perception,0.004751978874136233
actions,0.12437584198497327
activating,0.07457724814176847
activation,0.4618467704640049
activation level,0.00856562623574909
activation patient,0.0012734499098531512
active,0.34823493140126405
active learning,0.0012868546457463425
active maintenance,0.0034785289642830807
active retrieval,0.001132700182974645
activities,0.18935529922721694
activities motor,0.0005965107472470023
activity,0.6060616215709009
activity motor,0.008371257565297819
acts,0.10048190025536022
acuities,0.0008176888894846549
acuity,0.030616416780048387
acupuncture,0.0031098987272203268
acute,0.19150675933807412
acute brain injury,0.0010790812394018807
acute disseminated encephalomyelitis,0.0008914149368972056
acute stroke,0.0068029034657944645
ad,0.12247907185608675
adams,0.0043297296935007135
adaptation,0.09966421136587557
adaptations,0.023545418596390102
adaptive,0.1092284904256674
adaptive behavior,0.006970462664459353
adaptive behaviors,0.0018565559212069625
adaptive control,0.0020978411672844016
add,0.08648735598286875
